"name","latitude","longitude"
"Denise Richards welders","-1.26182","36.885124"
"Kyuma welding","-1.262124","36.881345"
"Rusinga Welding","-1.262112","36.883476"
"Silas welders","-1.260368","36.890079"
"Ochieng jointry","-1.260481","36.88973"
"Jack collection","-1.261789","36.890013"
"Jose furniture","-1.261312","36.890823"
"Wambos retail shop","-1.283407","36.844967"
"Joseph Othiambo","-1.28387","36.845982"
"Carpentry","-1.284147","36.847257"
"Cashmir","-1.282506","36.844525"
"George Ochanda Welding","-1.284011","36.841456"
"Kingo Furnitures","-1.28329","36.840708"
"George's carpentry","-1.283148","36.841794"
"Simon workshop","3.742274","34.808216"
"Bishimila workshop","3.745493","34.80683"
"Dalili Workshop","3.74465","34.80674"
"Dress making workshop","2.260775","35.561457"
"Kazabuti Workshop","3.754648","34.80976"
"Ashton Workshop","3.754957","34.807677"
"Madanse Workshop","3.756013","34.808928"
"Ssekide furniture centre","0.644107","32.844563"
"Bulwa metal works","0.649134","32.84732"
"Highway metal works","0.649285","32.850174"
"Kabimbili metal work shop","0.648358","32.849185"
"Tuwaweza shop","3.741272","34.817807"
"Mugave metal workshop","0.646676","32.848607"
"Lebour welding","-1.305923","36.787173"
"Star dressmaking","-1.305119","36.787964"
"Shop","-1.305577","36.788851"
"Emma metal works","0.405535","32.78313"
"Vincent Tailoring shop","-0.167334","34.792911"
"Ka Elijah tailoring shop","-0.167128","34.792809"
"Nyombi and sons metal workshop","0.497085","32.72986"
"Kalanzi metal workshop wakiso","0.410557","32.831368"
"Muka 2 meta works","0.409927","32.832071"
"Tailoring shop kakuma 4","3.738057","34.818632"
"Lucky brothers metal workshop","0.392825","32.843784"
"Neema workshop","3.737874","34.81364"
"Wesonge and Sons metal works","0.390642","32.844555"
"Steven and sons electrical","0.35934","32.702507"
"Kibiro furniture","0.360235","32.703055"
"Nicho welding agency","0.360777","32.70339"
"Mulongo senior metal fabricators","0.38304","32.83694"
"Mwebe metal works","0.381741","32.835192"
"Vpaul metal works","0.359783","32.704383"
"Dan an sons furniture workshop","0.360103","32.704472"
"Hill's super furniture","0.358865","32.704462"
"PK metal works","0.380732","32.83393"
"Green light metal workshop","0.380812","32.833472"
"Kaggwa and sons metal works","0.38021","32.832797"
"SSEMWOGERERE METAL WORKSHOP","0.511471","32.75097"
"Lokichar Imani Tailoring","2.236218","35.440059"
"Biafra Workshop","-1.285547","36.851337"
"Oti Furniture","-1.282767","36.849308"
"Kijenzi-Kenya","-0.109443","34.756442"
"Min senji","-0.123429","34.754889"
"Kitenge Place","-0.135759","34.74155"
"WM metal workshop","0.539184","32.794554"
"Tailors solutions and designers","0.537428","32.795599"
"Haruna and sons metal fabrication","0.537418","32.795498"
"Jimmy metal workshop","0.540305","32.794062"
"Charles tailoring shop","-0.101124","34.760288"
"Mama Jeremy workshop","3.74696","34.812563"
"GRS hardware and weldery","0.502835","32.717257"
"Hammed tailoring shop","3.717915","34.848403"
"Nyamuthe metal works","-1.267645","36.882533"
"Rizik Metal fabrication","0.362451","32.704093"
"Bk furniture","0.363768","32.701345"
"REGY-DESIGNER","3.722187","34.851243"
"KIZITO METALWOKS AND FABRICATIONS- to be proposed","0.514439","32.770062"
"MUTEBI TIMBER AND FURNITURE WORKSHOP","0.513727","32.769708"
"Ebenezer Tailoring Shop","-0.096438","34.766322"
"AP wood furniture","0.368302","32.712338"
"David tailoring shop","-0.102146","34.770901"
"Kamanga metal works","0.678957","32.826619"
"Musawo Furniture Workshop","0.366882","32.740025"
"Godfrey Welders Mart","0.366611","32.740251"
"Galaxy pharmaceuticals Kisumu","-0.105164","34.754333"
"New Kisumu designs","-1.325861","36.788616"
"St. Emmanuel's Wood Workshop","0.515741","32.770735"
"Kura furniture","0.681274","32.826398"
"HAMIS ALFANI","3.750723","34.827398"
"The Watts electricals and metal fabrications","0.501717","32.745498"
"Kona shop","-0.101038","34.767949"
"S&J Micomh metal fabrication","0.369118","32.71465"
"JUMA METAL WORKS AND FABRICATIONS","0.500714","32.744805"
"St Jude  metal works","0.138057","32.539158"
"Jowabu furniture centre","0.677987","32.826261"
"AK Metal Workshop","0.677917","32.826233"
"Zinunula metal Fabrication company limited","0.369745","32.821857"
"Ka wellde fabrigation","-0.09945","34.768175"
"R and P metal works","0.368382","32.819675"
"Tufaayo metal workshop","0.366556","32.816791"
"Serene metal works","0.365797","32.815854"
"Daraja Mbili Tailoring","-0.035252","34.793182"
"Kamenya Welding","-0.043038","34.79159"
"Fire metal works","0.369151","32.81306"
"Mama Stacy Tailoring","-0.053853","34.787312"
"Sum fabrigation","-0.096777","34.765104"
"Majwega metal works and Fabrication","0.372648","32.810363"
"Central mechanical and welding workshop mbalala","0.372017","32.81105"
"Okello metal works","0.376161","32.807165"
"Nush workshop","0.378554","32.80272"
"Wigot Welding","-0.051054","34.779966"
"Linda's Tailoring","-0.051511","34.778495"
"Chamluchi Welding and Fabrication","-0.057169","34.774875"
"Victor engineering works","-0.057447","34.77527"
"Lake Basin Tailoring","-0.059754","34.771165"
"Cannan Tailoring","-0.061276","34.767033"
"Obama Tailoring","-0.064368","34.763008"
"Uzima Tailoring","-0.067308","34.766658"
"Hawad Metal Workshop","0.369773","32.737262"
"Furniture","0.364569","32.742332"
"Cathitex Legit Designers","0.364519","32.742369"
"Zubayiri Furniture","0.362694","32.744155"
"Rafam Fashions","0.363715","32.743204"
"Vinnie Welding","-0.066042","34.770816"
"Addmark furnitures","-1.265105","36.886705"
"Mulidwa John","3.749282","34.813349"
"Caresmart","3.749781","34.814441"
"LARDEN ARTS METAL FABRICATIONS","0.505306","32.749131"
"BISOBOKA METAL WORKS AND FABRICATIONS","0.505655","32.751129"
"Niyondiko Workshop","3.738793","34.804527"
"Beatrice enterprises limited","-0.059847","34.779653"
"Flower shop","3.743951","34.838788"
"Fashion unique affordable designs","-1.307316","36.79145"
"Mavic Tailoring","-1.31054","36.774318"
"New wembley","-1.30875","36.773236"
"Chibo interior design","-1.307841","36.772909"
"Ashiraf metal works","0.416075","32.790122"
"Madi metal works","0.408145","32.781715"
"Kayemba metal works","0.411","32.777262"
"Nyamalo Tailoring","-0.10327","34.768423"
"Kogello Tailor","-0.107583","34.770469"
"Samuel metal works","0.38921","32.750615"
"Pacho Tailor","-0.116158","34.761055"
"Kawota workshop","-0.115983","34.761612"
"Dorcass","-0.096737","34.781002"
"Mike shop","-0.097343","34.77901"
"Juma welding","-0.097581","34.779735"
"Mama Jamila Tailoring","-0.128014","34.750973"
"Rystobiz Design","-0.127543","34.750697"
"Mama Lucy Tailoring","-0.099722","34.764919"
"Nery Printers","-0.097881","34.765425"
"Bary Welding Workshop","-0.09819","34.764904"
"MaLibal Engineering services Uganda Limited","0.42368","32.76615"
"Nedy collection","-0.10199","34.772346"
"Isa metal works","0.421054","32.76824"
"Angela designs","-0.099119","34.781095"
"Joseph","-0.0992","34.780482"
"Impact Chemicals Limited","-0.103557","34.75231"
"Mato Welders","-0.099152","34.762918"
"Blackberry enterprises","-0.099435","34.750638"
"Mercy metal works","0.419092","32.768964"
"Peace metal workshop","0.418373","32.769462"
"Kiggundu metal works","0.412369","32.770239"
"Ann tailoring shop","-0.049277","34.804655"
"Kanyawina tailoring","-0.051452","34.791914"
"Penco workshop","-0.228949","34.829763"
"ZAJO SHOP","3.727701","34.844544"
"Mama anzu shop Ethiopia community","3.719615","34.849482"
"Sarafina shop","3.720176","34.848792"
"Tailoring shop unity","3.720176","34.848792"
"MDOGO MDOGO SHOP","3.727314","34.843273"
"Bonde la afia workshop","3.748097","34.812493"
"Zawadi tailoring","3.748137","34.813113"
"Welding and vibrication","2.131515","35.494766"
"Tugwanyubukene Workshop","3.749258","34.809717"
"AIHD2","3.749159","34.808678"
"Sande welding workshop","-1.31481","36.792104"
"Fender super furniture","0.13966","32.53994"
"Kakungulu metal workshop (kawuku branch)","0.139833","32.540095"
"Expanded metal fabrication","0.141063","32.541229"
"Brembo tailor shop","-0.095785","34.783454"
"Mama sheila","-0.095603","34.784018"
"Truphena tailor shop","-0.095666","34.783803"
"Joshua fabricators","-0.094496","34.784751"
"Shaz tailor shop","-0.094112","34.785037"
"abiicheps designer","-1.309837","36.780187"
"Tembula Welding","-0.040264","34.762146"
"Pepco fabricators","-0.040395","34.761662"
"Vincent Oloo","-0.054419","34.753343"
"Ous Enterprises","-0.041835","34.7603"
"Mama Vini Tailoring","-0.046314","34.765445"
"Omondi welding","-0.06593","34.704667"
"Mama Brax shop","-0.065919","34.704746"
"Peka Enterprises","-1.287872","36.844039"
"Metal Box Workshop","-1.287872","36.844039"
"The wood hub company","0.142414","32.54247"
"Equitor bottlers","-0.086283","34.741232"
"Mama mishel sanitizer shop","2.130493","35.494551"
"Mama blessings sanitizer shop","2.129411","35.49203"
"Hosco investment limited","2.132338","35.493071"
"Mumfidel Tailoring workshop","2.142146","35.510528"
"Kapondo Welding","-0.207169","34.8484"
"Min meja tailoring shop","-0.164748","34.51362"
"Mama Barack tailoring shop","-0.165272","34.513196"
"Kadeya welders","-0.16345","34.51388"
"Ali Garment","3.742782","34.820492"
"Jitape style Garment","3.739609","34.818977"
"David workshop","3.740536","34.820202"
"Diana Garment","3.74096","34.819717"
"Longurase Enterprise","3.715153","34.865473"
"Jokan Engineering","-0.119146","34.789236"
"Nyamasaria fabricators","-0.11922","34.789191"
"Ochieng tailor shop","-0.105854","34.753036"
"Tuffom","-0.106368","34.752702"
"Revelation ii welding","3.109869","35.607652"
"Hongkong tailor","3.745868","34.839663"
"Family shop","3.752312","34.768792"
"Shabani shop","3.752982","34.768588"
"Mukeshimana shop","3.750535","34.761336"
"David welding","-1.268785","36.880702"
"Mama America tailoring","3.74758","34.815601"
"Disco tailoring","3.747648","34.816144"
"Peter's workshop","-0.367887","34.985045"
"Mama Fortune General shop","2.133377","35.493579"
"Christine Tailoring shop","3.709052","34.866932"
"YELELE J.B","3.70906","34.866941"
"Akelo","3.757472","34.747458"
"Sigoti welding","-0.350595","34.964729"
"Mama Grace Sanitizer shop","2.135298","35.490983"
"Furaha soap","3.751977","34.826878"
"Kats metal works","0.539321","32.622425"
"Mama jack tailoring shop","3.108385","35.607305"
"Sanitizer Shopping center","2.143797","35.49556"
"Kate 2 metal work shop","0.522977","32.615404"
"Kaloka workshop","-0.145695","34.573397"
"Nakuse Tailoring workshop","2.126606","35.49041"
"Be metal craft and designers","0.521742","32.616047"
"Express metal works","0.521296","32.616386"
"Mama rita tailoring","3.747501","34.807799"
"Kenneth Metal Fabrications","0.516401","32.616337"
"Muyima metal works","0.494221","32.612417"
"Genesis metal fabrication","0.49423","32.612434"
"Ssemambo metal Fabricators","0.424255","32.452043"
"Fred metal workshop","0.429626","32.448002"
"Ssemukasa Everesto and sons metal workshop","0.428927","32.447834"
"Kasumba metal workshop","0.426147","32.449921"
"Muwanika Garments","0.431364","32.448979"
"Jackie tailoring shop","0.431944","32.4492"
"Jose metal works","0.430479","32.448494"
"Mukama afaayo fabricators","0.143178","32.543048"
"KGM Quality Furnitures","0.323186","32.505979"
"Saazi Metal Fabrication 0781804620, 0758772388","0.328681","32.496784"
"Amazing Grace Metal Workshop","0.328681","32.496784"
"Kisoboka WorkShop","0.328682","32.49643"
"Engineer Rajab Metal Workshop","0.318493","32.499613"
"Mukama Mulungi Furniture Works","0.321466","32.501382"
"Excel Metal & Furniture Works","0.322444","32.505272"
"T & R Metal Fabrication","0.326521","32.498402"
"Nehema Tailoring","3.708171","34.862495"
"God Caring Tailoring","3.708171","34.862495"
"Shaz's tailoring shop","-0.091659","34.767807"
"Monroe beauty Shop","-0.088898","34.769933"
"Nyagwasi designs","-0.126618","34.752654"
"Ssemuge Wood Works","0.332448","32.493596"
"Vincent","-0.071351","34.781385"
"Dennis","-0.071351","34.781385"
"Even fashion and design shop","-0.071351","34.781385"
"SUPRIMA INDUSTRIES","-0.095457","34.752726"
"Kisumu National Polytechnic","-0.105955","34.773447"
"Eden shop","3.775205","34.732705"
"Katerega and Sons Glassmart and Metal Fabrication","0.216508","32.581203"
"Betsaida Workshop","3.755108","34.814742"
"Amunga welding","-0.063547","34.787146"
"Sheila tailoring shop","-0.063551","34.787413"
"Ba brothers metal works  ltd","0.144545","32.544203"
"Kangach Workshop","3.74136","34.81043"
"KISHAMBO NOELA","3.750131","34.819467"
"Rose Namataba","0.209055","32.574593"
"SJ Fabrication Workshop","0.209019","32.572036"
"Carruthers east Africa","-0.054562","34.79205"
"Jan's welder","-0.064335","34.776842"
"Ushindi uniform center","3.102101","35.609635"
"Migeni tailoring shop","-0.053595","34.792616"
"Broad metal fabrication","0.145382","32.545083"
"Carpenter's  Joint","0.14705","32.545447"
"Kisakye glassmart and metal fabrication","0.147378","32.545537"
"M. Glasses","0.420169","32.388229"
"Kakiri metal works","0.420154","32.38898"
"Katende quality furniture","0.420055","32.389914"
"BEN'S WORKSHOP","0.419889","32.390884"
"Rk. Timber and furniture workshop","0.3496","32.53918"
"Safe water and Aids project","-0.110581","34.761828"
"Atinda fashion and design","-0.058764","34.77599"
"Frank welding workshop","-0.05803","34.776388"
"BOC GASES KISUMU","-0.075295","34.796697"
"Kenya industrial research development institute","-0.075557","34.796573"
"Kibos sugar distilaries","-0.058786","34.816128"
"Wavivian designers","-1.263669","36.884691"
"Markimetals welding","-1.285021","36.845321"
"Elistive welding","-1.285179","36.846788"
"Mohammed tailor","-1.285202","36.845264"
"A & D Metal Workshop","0.32768","32.498906"
"Wink Furniture Clinic","0.331837","32.516235"
"Kwagaliza Metal workshop","0.326","32.501437"
"Mulangira Bamweyana Metal fabrication","0.148945","32.545951"
"Suzie Fashions","0.223396","32.575879"
"Rinah","0.223707","32.574657"
"MGR Aluminium and metal fabrication","0.152265","32.545967"
"Sylvia Fashions","0.223355","32.577304"
"Dresscode Trailors","0.223138","32.578334"
"AB Kamya Metal Workshop","0.22744","32.576857"
"Adam furniture","0.441002","32.357193"
"Zion metal works","0.154258","32.546032"
"Tumwesigye mukama furniture workshop","0.159472","32.545773"
"BP metal works","0.16144","32.545113"
"Kalemngorok carpentry workshop","2.137593","35.49811"
"Atanapa Tailoring workshop","2.137249","35.496895"
"Kevin Welding Workshop","-0.03947","34.634389"
"Salongo and sons metal works","0.514844","32.558064"
"ABDIKADIR ISAAC","3.742613","34.815671"
"FablabBusan2","35.159017","129.062549"
"Unique quality metal works","0.528084","32.578248"
"Mulongo metal works","0.528123","32.578615"
"Mama koni tailoring shop","3.096348","35.603971"
"Sylvia tailoring","3.100221","35.603462"
"Allysum","3.100898","35.603412"
"Yesu Mulungi metal works","0.523293","32.583102"
"Huzaifa metal crafts","0.508384","32.607167"
"Ham metal works","0.508421","32.607495"
"Turkana riverine tailoring","3.103265","35.601521"
"His will metal folds","0.507903","32.608736"
"KMET","-0.082881","34.767462"
"Selestine tailoring","3.103903","35.600495"
"Mazima metal workshop","0.449094","32.449156"
"Ssekampola metal workshop and fabrication","0.433449","32.450384"
"Nkobazambogo metal fabrication","0.45132","32.44931"
"John metal workshop","0.459303","32.457144"
"Mama Rachel tailoring","-0.03323","34.558637"
"Kibasi welding workshop","-0.032961","34.558478"
"Hope workshop","3.746411","34.809558"
"Faraja workshop","3.746905","34.810373"
"Subuli workshop","3.749763","34.807578"
"Jaskul metal works","-0.030985","34.562383"
"Deejay designers","-1.254843","36.879612"
"Pauline Tailoring","-1.254087","36.880248"
"Kirombasa","0.52345","32.263618"
"Honest timber dealers","0.52345","32.263618"
"Jakababa tailoring","-0.346807","34.790663"
"Ochieng workshop","-0.347898","34.790201"
"Mix tailoring shop","-0.074334","34.68394"
"Ras metal work","-0.076265","34.725383"
"Yesu ni jibu garment","3.744685","34.816184"
"Wa Peter Fabrications","-1.254007","36.884256"
"Kaz works metal fabrication","0.163352","32.54225"
"Kimmy metal works","0.167923","32.542849"
"Regina shop","3.769942","34.734454"
"Betty enterprises","3.768703","34.733584"
"Ungwa munyaka","3.768879","34.732926"
"Prince shop","3.75117","34.759658"
"Kasule metal works","0.394905","32.5559"
"Yuft metal works","0.390602","32.562177"
"Dan metal works","0.39333","32.561425"
"Reru workshop","-0.104363","34.451716"
"Maode workshop","-0.11196","34.452965"
"John welding","-0.109395","34.452126"
"WP metal crafts","0.397441","32.560622"
"Ngeye metal works","0.401075","32.558357"
"Mama Femi shop","-0.094735","34.466569"
"Jaodhi enterprises","-0.094852","34.466628"
"ABDIRAHMAN MADIMBA","3.753066","34.813256"
"Sherry","-0.092036","34.465397"
"Apollo engineering works","-0.093642","34.470304"
"SAFI KARABA","3.744738","34.821413"
"BIDII YETU","3.744139","34.834648"
"Seatle Metal works limited","0.393567","32.554179"
"Cash and carry metal works","0.392054","32.554452"
"Odero welder workshop","2.379533","35.647768"
"Mama maria aluminium and metal fabrication (bwebaja branch)","0.16897","32.54257"
"Otieno fabricators","-0.387054","35.010707"
"Ramtons","-0.38723","35.010745"
"Western Nyanza metal works","-0.39008","35.009737"
"Karateng general works","-0.395407","35.014032"
"Family Team Workshop","3.750986","34.812165"
"Welding services","3.084862","35.609156"
"Glory metal works","3.101295","35.610972"
"G3 welding services","3.112282","35.606182"
"Yokowa welders","3.120508","35.594508"
"Jupiter sewing machine engineer","3.120998","35.594085"
"Kabuda Welding","-0.076562","34.697671"
"Achieng Tailoring","-0.079167","34.693829"
"Mama Nish tailoring workshop","2.359229","35.640219"
"Ma' junior Tailoring","-0.078655","34.689988"
"Christine salon and Tailoring","-0.077508","34.689799"
"Eragai welding services","3.109886","35.610751"
"Bejo Metalworks","-0.074308","34.690684"
"Ouma Welding","-0.074099","34.69861"
"Edrine tailoring services","0.41363","32.450647"
"KB artist and designer metal fabrication","0.413419","32.450302"
"Katwe boys metal workshop","0.422803","32.451993"
"Kuraish furniture workshop","0.259821","32.509048"
"DK and sons metal workshop","0.264614","32.429617"
"Jarakwaro Smart Tailoring shop","-0.390666","35.011071"
"Ronnie tents","0.523048","32.265256"
"House of painters and artists","0.523085","32.265237"
"Oyosi welding works","-0.321902","34.862811"
"Nyakajimbo tailoring","-0.322072","34.862219"
"Otete Tailoring shop","-0.322949","34.860817"
"Bugo tailoring shop","-0.319543","34.868352"
"Ham Furniture","0.313735","32.511992"
"Lonslyn Tailoring","3.705745","34.865312"
"Etic Workshop","3.710912","34.862612"
"Furniture Parish Uganda","0.318242","32.510677"
"Katumba Metal Workshop","0.318457","32.50987"
"Jeff Leather Products","0.319422","32.510141"
"Milima ya kwetu J","3.756916","34.822999"
"Tumaini group","3.756369","34.822565"
"Inzone","3.755149","34.827979"
"EBENEZER METAL WORKSHOP","0.51042","32.365803"
"LULE JONATHAN METAL WORKSHOP","0.510524","32.365415"
"Jesus is the Lord Metal Workshop","0.230718","32.577766"
"Kiyemba Home Furnitures","0.319509","32.507693"
"STK Metal Workshop","0.232115","32.578938"
"Brian Art Fashion and Tailoring service","0.227983","32.582699"
"Briande Investments Limited- Briande Medical Oxygen Industries","0.219929","32.609165"
"Busabala Tailors Group","0.220348","32.609328"
"Joseph Furniture","0.348334","32.522157"
"Shillah K Creations","0.34833","32.521889"
"Lamula's Tailoring Designs","0.348628","32.523122"
"Ka George welding","-0.328085","34.85275"
"Ka Agodi welding","-0.32812","34.852689"
"IBRAHIM SHOP","3.751625","34.839133"
"Facemask","3.751625","34.839133"
"HMF Aluminium  and steel fabrication","0.183893","32.538692"
"Ka min Vicky tailoring and dressmaking","-0.317235","34.879942"
"Basiima technical masters","0.186055","32.538542"
"Smart Space Furniture","0.186742","32.53944"
"Mulangira Ssemakokiro metal works (kitende branch)","0.186964","32.538704"
"KR Carpentry Workshop","0.18787","32.538793"
"OUR NDEDA GENERAL METAL WORKS","-0.323557","34.859362"
"Meddy","3.746833","34.821747"
"SAID PRIMO","3.747373","34.822015"
"Obunga","-0.312513","34.935861"
"Florence","-0.312513","34.935861"
"Eunice","-0.312513","34.935861"
"Daniel","-0.312068","34.935959"
"Budulraziz shop","3.758298","34.817791"
"Elizabeth workshop","3.761705","34.822111"
"Baba Shaddy tailoring workshop","2.367584","35.64042"
"Kizito's welding","2.36715","35.640255"
"Destiny metal works","0.3777","32.547933"
"Eddy metal works","0.380643","32.546577"
"Gdhdjshahha","3.762359","34.819788"
"Anab tailoring","3.762834","34.821087"
"Kisakyamukama metal workshop","0.38558","32.546329"
"Hakim Quality metal works and fabricators","0.391872","32.549696"
"Mwesigwa metal works","0.393941","32.548241"
"Mama Oyoo Tailoring","-0.335804","34.852377"
"Quick service welders","2.385348","35.646747"
"Kobudho Welders","-0.333295","34.852562"
"Mama Timo tailoring workshop","2.372612","35.642865"
"Around Piny Engineering Works","-0.326925","34.854243"
"Onim Engineering Workers","-0.32665","34.854632"
"Byakuteesa metal works","0.398223","32.54674"
"Pinnah Fabricators","-1.269839","36.851964"
"Jawasi welding and fabrication","-0.079528","34.796712"
"Jauyoma metals","-0.07713","34.795172"
"Mpagi workshop","0.2665","32.432961"
"Eziman metal works","0.266441","32.432692"
"KSL electricals and soap making","0.268598","32.436558"
"Nkobazambogo workshop","0.268709","32.43696"
"Mayor Furniture WorkShop","0.315766","32.498906"
"Ronnie Engineering Aluminum and Steel Fabricators","0.208677","32.58865"
"NADDANGIRA KAWALIRA METAL WORKS","0.413235","32.384235"
"Mama Ruth tailoring workshop","2.39191","35.656114"
"Biva WaKatonda Metal Workshop","0.214463","32.588622"
"Mucho Metal Workshop","0.219114","32.587884"
"Abdurahman S.S Metal Works","0.221283","32.5891"
"Kwagalana Women's Development Group","0.212819","32.619885"
"George","-1.258612","36.865027"
"Velentino Metal Works","-1.258076","36.867317"
"Kwa Nungare","-1.259916","36.862764"
"Adory Designer","-1.25935","36.863322"
"Dunga JCC tailoring","-0.143179","34.737011"
"Fifth Street Welder","-1.272406","36.852647"
"Matete Workshop","-1.268829","36.848356"
"Mama Kyle tailoring shop","-0.134333","34.742385"
"Hamidu furniture  workshop","0.190423","32.539421"
"MRK metal works","0.191281","32.53935"
"Alex tailor shop","-0.140243","34.797225"
"Philip","-0.141613","34.797958"
"James","-0.142135","34.798098"
"Petu fabrication","-0.142135","34.798098"
"kolakisa house of fashion","3.715439","34.853966"
"Tailor's Point","0.348865","32.520847"
"BEAUTY AND WASH PRODUCT GROUP","3.754766","34.825373"
"FUNDI MKONGO","3.754841","34.824835"
"MOHAMED HADID","3.756765","34.827847"
"Mama damah tailoring workshop","2.356345","35.63505"
"Beeka Metal Workshop","0.346649","32.520246"
"In style fashion","-0.078339","34.789164"
"Bitengi Fashions Designer","0.345546","32.519907"
"Victor's enterprises","-0.077964","34.792066"
"Jannet shop","-0.077964","34.792066"
"Kabir Welders Mart","0.344685","32.521283"
"Unique advanced tec","-0.076882","34.792974"
"Ruman Godfrey","3.21772","31.651188"
"Ali Muga","3.21772","31.651188"
"FABLAB WINAM","-0.076809","34.792576"
"Ojola tailoring shop","-0.063338","34.647347"
"Christine  ongeju","3.763086","34.7365"
"Kamguna welding","-0.076244","34.79424"
"Ka mzee","-0.102345","35.201665"
"Benta fashion and design","3.105859","35.609153"
"Modern steel welders and gen' services","3.118151","35.593001"
"Santoba welding shop","3.104832","35.609243"
"Nancy Tailoring","3.714091","34.864651"
"Kerio junction welding","3.102222","35.611784"
"Osiany Tailors","-0.066158","34.647021"
"Mama Dogo Tailoring","-0.044929","34.656471"
"Highlight Workshop","-0.157078","35.065023"
"Memba C&J carpentry and joinery workshop","0.419808","32.395999"
"MITI'S WORKSHOP","0.419775","32.395308"
"Musilamu workshop","0.278054","32.445955"
"Rogers metal workshop","0.277953","32.44613"
"Star welders","0.280583","32.448705"
"Faruk man workshop","0.280784","32.449096"
"Divine Mercy metal works","0.279572","32.447514"
"Intertech Aluminium  Solutions","0.196317","32.539555"
"MUSISI AND SONS CARPENTRY WORKSHOP","0.503454","32.367487"
"Mataini tailoring","3.763059","34.75382"
"Resilience Action International (RAI)","3.745423","34.822719"
"Star metal works","0.198014","32.539688"
"The  wood guyz","0.198943","32.539733"
"Ngengi furnitures","-1.261677","36.868569"
"Pendo Furniture","-1.26161","36.868494"
"Step out in style outfitters shop","-1.260812","36.876009"
"Oceanply","-1.260699","36.878754"
"Jaringa Tailoring","-1.260742","36.876081"
"Imani Furnitures","-1.271646","36.832183"
"Buhanza","-1.266098","36.850184"
"Tinsmit","-1.265876","36.849762"
"Cousin Welding Workshop","-1.266325","36.848513"
"Modern wood peker","0.200772","32.54015"
"Okoth and John Fabricators","-1.265814","36.855681"
"Desai road workshop","-1.272604","36.827985"
"Surely Welding and Fabrication","-1.273521","36.828545"
"Tailors","-1.257322","36.87666"
"Judith anyango","-1.25792","36.877783"
"Mama Becker tailoring","-1.258767","36.877769"
"Care metal works","0.201789","32.540117"
"Baraka Welding shop","-0.179041","35.266543"
"Kyle general metal works","0.204422","32.540515"
"Bukenya Investments","0.20515","32.540302"
"Odongo welding","-0.096019","34.75487"
"Isumu home tailoring","-0.096019","34.75487"
"William welding","-0.096047","34.754859"
"Dennis welding shop","-0.096047","34.754859"
"Koluoch welding","-0.096047","34.754859"
"WAMAMA FRIEND CHURCH","3.748616","34.821213"
"NGENA JEANNE","3.750437","34.821772"
"Revelation holders","3.105183","35.601721"
"Kingdom fashions","3.107071","35.604322"
"Hawa Workshop","3.762784","34.822489"
"Albert welding","3.100348","35.600295"
"Adonai tailoring shop","3.106003","35.60295"
"YONA WORKSHOP","3.765215","34.824315"
"Technic Clothes making","3.765268","34.824679"
"Musabimana devota","3.75944","34.749142"
"Malimali tailoring workshop","2.39958","35.649698"
"Sara tailoring shop","-0.17894","35.265024"
"Anyi Tailoring","-0.049085","35.159103"
"Mama Yvonne tailoring workshop","2.381539","35.650039"
"Odaa Welding","-0.030665","35.179073"
"Mama Chemu Tailoring","-0.034615","35.180418"
"Combine General Works","-0.039555","35.178576"
"Oyoo Welding","-0.040195","35.17784"
"Sylvia Blessed Bridal and Tailoring Shop","0.385917","32.515261"
"Irene's fashion world","0.371963","32.520257"
"Trude Fashions","0.36727","32.525119"
"Nalongo liquid soap","0.371935","32.517184"
"Keegan Fashion House and Tailors Training Center","0.370605","32.520426"
"J.B Metal Workshop","0.347864","32.48122"
"Salim & SLH Welding and Fabricators","0.348116","32.480513"
"Engineering Rajab Metal Works","0.348617","32.479451"
"Enock metal works","0.398023","32.548191"
"Karim Metal Works","0.365986","32.486526"
"Bakasirye metal works","0.404482","32.549415"
"Swaibu and sons metal works","0.402295","32.548983"
"L.B.Metal Fabricators","0.349605","32.480866"
"Mulangira Furniture Mart","0.349605","32.480866"
"Mirembe  Metal WorkShop","0.350603","32.479805"
"Edrisa kizito enterprises","0.382643","32.542473"
"Kazman WorkShop","0.341675","32.47556"
"Yesu Afaayo metal works","0.383638","32.541409"
"Eria metal workshop","0.383388","32.541139"
"Shepherd Metal Engineering Work Shop","0.349794","32.496076"
"Nyahero Tailoring shop","-0.104878","34.62577"
"Mama Sophie stall","-0.105126","34.626033"
"Obambo B","-0.106066","34.626334"
"Brian & Sons Metal Workshop","0.353264","32.434869"
"Lumama Metal Workshop","0.353264","32.434869"
"CQW Carpentry Quality WoodWork","0.349498","32.444424"
"Bwebukyasibwebuziba Furniture Work Shop","0.358733","32.435223"
"Jesus' Care Metal Fabricators","0.357505","32.431329"
"Moses welding shop","-0.103458","34.492338"
"MUGERWA'S WORKSHOP","0.419497","32.387188"
"DOUBLE PORTION","0.432816","32.375033"
"CLASSIC METAL WORKSHOP","0.432923","32.374536"
"M/s zia engineering works","23.723793","90.38899"
"Mama kwangala Liquid soap-Manager","0.351433","32.528063"
"Tailor's shop","0.350954","32.528318"
"Masks and clinical coats","0.346025","32.52666"
"KK2 Metal workshop","0.388639","32.537044"
"Mamba metal works","0.386861","32.537808"
"Andrew metal works","0.375482","32.537851"
"JK metal works","0.378136","32.536863"
"Kopiyo welding shop","-0.058925","34.427576"
